Order_ID,Order_Date,Region,Product,Category,Unit_Price,Quantity,Revenue,Customer_ID
ORD-00572,2022-09-01,North America,Product H,Services,2159.05,3,6477.16,CUST-0346
ORD-00573,2022-11-07,Asia Pacific,Product E,Hardware,1723.56,88,169819.78,CUST-0890
ORD-00574,2022-08-22,Europe,Product E,Hardware,1715.3,42,72042.44,CUST-0276
ORD-00575,2023-03-03,Middle East & Africa,Product B,Software,911.35,53,48301.41,CUST-0759
ORD-00576,2023-05-12,Middle East & Africa,Product F,Electronics,1054.78,21,22150.29,CUST-0068
ORD-00577,2022-11-15,Middle East & Africa,Product G,Software,1572.01,68,136385.64,CUST-0030
ORD-00578,2022-06-27,Europe,Product D,Electronics,590.16,59,34819.24,CUST-0052
ORD-00579,2023-01-05,Europe,Product E,Services,1821.42,65,118392.36,CUST-0407
ORD-00580,2023-10-13,North America,Product A,Software,931.57,77,71731.06,CUST-0457
ORD-00581,2022-07-01,Latin America,Product J,Consulting,732.03,21,15372.67,CUST-0858
ORD-00582,2022-09-22,North America,Product E,Electronics,964.56,21,20255.84,CUST-0875
ORD-00583,2023-08-09,Europe,Product D,Software,1508.66,35,52802.97,CUST-0668
ORD-00584,2023-02-24,Middle East & Africa,Product A,Electronics,974.49,17,16566.32,CUST-0663
ORD-00585,2022-06-27,Middle East & Africa,Product A,Software,542.16,40,21686.45,CUST-0730
ORD-00586,2023-12-28,Asia Pacific,Product G,Hardware,1710.59,59,116104.08,CUST-0478
ORD-00587,2022-11-06,Middle East & Africa,Product J,Hardware,1189.75,1,1430.44,CUST-0679
ORD-00588,2023-01-19,Middle East & Africa,Product J,Consulting,601.22,88,52907.35,CUST-0111
ORD-00589,2023-05-09,North America,Product F,Services,1558.99,36,56123.7,CUST-0268
ORD-00590,2023-11-03,Asia Pacific,Product D,Software,1058.72,31,42008.05,CUST-0825
ORD-00591,2023-09-07,Latin America,Product F,Software,1456.5,84,122346.19,CUST-0510
ORD-00592,2022-10-30,Asia Pacific,Product G,Hardware,807.14,5,4035.68,CUST-0598
ORD-00593,2023-12-27,Middle East & Africa,Product D,Services,1466.77,29,52628.73,CUST-0654
ORD-00594,2023-05-03,Asia Pacific,Product I,Services,1698.57,85,144378.24,CUST-0898
ORD-00595,2023-07-26,Europe,Product E,Electronics,1064.82,95,101158.37,CUST-0265
ORD-00596,2023-07-27,Europe,Product F,Electronics,531.73,29,15420.28,CUST-0763
ORD-00597,2022-11-11,Latin America,Product F,Services,558.09,38,25295.22,CUST-0121
ORD-00598,2023-04-27,North America,Product J,Consulting,2269.66,10,22696.64,CUST-0484
ORD-00599,2022-07-19,Middle East & Africa,Product B,Hardware,1083.19,53,57408.81,CUST-0056
ORD-00600,2022-06-04,Europe,Product D,Services,932.72,73,68088.31,CUST-0915
ORD-00601,2023-04-14,Europe,Product F,Software,1725.83,63,108727.22,CUST-0341
ORD-00602,2023-10-09,Europe,Product F,Electronics,65.11,36,2343.98,CUST-0215
ORD-00603,2022-06-22,Middle East & Africa,Product C,Hardware,1581.16,100,158116.13,CUST-0091
ORD-00604,2022-05-13,Middle East & Africa,Product G,Hardware,836.62,62,51870.27,CUST-0393
ORD-00605,2022-01-05,North America,Product I,Software,1769.74,2,3539.48,CUST-0914
ORD-00606,2022-11-26,Middle East & Africa,Product D,Electronics,1369.66,81,138314.14,CUST-0232
ORD-00607,2023-12-12,Asia Pacific,Product E,Software,250.28,65,19810.42,CUST-0172
ORD-00608,2022-03-08,North America,Product E,Services,1126.87,67,75500.13,CUST-0611
ORD-00609,2023-06-21,Asia Pacific,Product G,Software,718.33,63,45254.73,CUST-0368
ORD-00610,2022-07-12,Europe,Product G,Electronics,544.96,94,51225.98,CUST-0135
ORD-00611,2022-08-05,North America,Product J,Consulting,455.42,47,21404.94,CUST-0729
ORD-00612,2023-10-29,North America,Product G,Services,1864.72,80,149177.94,CUST-0050
ORD-00613,2023-09-01,North America,Product B,Electronics,172.87,15,2593.05,CUST-0427
ORD-00614,2023-03-31,Latin America,Product B,Consulting,542.84,90,48855.57,CUST-0157
ORD-00615,2022-07-30,North America,Product E,Hardware,1608.3,85,136705.08,CUST-0533
ORD-00616,2022-10-04,Middle East & Africa,Product J,Software,866.71,14,12133.94,CUST-0524
ORD-00617,2023-09-25,North America,Product E,Electronics,1896.34,64,121365.67,CUST-0204
ORD-00618,2023-09-16,Europe,Product E,Consulting,2142.34,46,98547.72,CUST-0721
ORD-00619,2023-02-24,Asia Pacific,Product C,Electronics,1118.87,27,30209.51,CUST-0705
ORD-00620,2023-05-08,Asia Pacific,Product D,Electronics,74.86,12,898.34,CUST-0929
ORD-00621,2022-04-24,Middle East & Africa,Product H,Software,1901.42,100,190141.97,CUST-0524
ORD-00622,2022-03-18,North America,Product E,Software,1128.8,38,42894.32,CUST-0271
ORD-00623,2023-04-21,North America,Product B,Software,2105.49,38,80008.57,CUST-0369
ORD-00624,2023-11-25,Asia Pacific,Product G,Electronics,235.25,98,29464.62,CUST-0010
ORD-00625,2022-05-22,Europe,Product F,Services,1973.76,80,157900.94,CUST-0275
ORD-00626,2022-04-06,Asia Pacific,Product F,Software,271.97,52,14142.56,CUST-0986
ORD-00627,2023-04-13,Asia Pacific,Product G,Hardware,1609.8,84,135223.47,CUST-0908
ORD-00628,2022-06-20,North America,Product C,Electronics,2356.87,21,49494.31,CUST-0107
ORD-00629,2023-03-03,Middle East & Africa,Product H,Consulting,1372.87,24,32948.8,CUST-0626
ORD-00630,2023-01-24,Asia Pacific,Product J,Electronics,1732.02,94,162810.14,CUST-0997
ORD-00631,2022-05-14,Latin America,Product H,Electronics,1780.81,57,101506.07,CUST-0048
ORD-00632,2022-03-06,Asia Pacific,Product F,Electronics,1423.91,87,123879.99,CUST-0538
ORD-00633,2023-08-14,Middle East & Africa,Product D,Services,1062.24,89,94539.75,CUST-0718
ORD-00634,2023-09-26,North America,Product G,Software,1187.72,85,100955.81,CUST-0693
ORD-00635,2023-10-19,Latin America,Product C,Consulting,1789.52,79,141372.13,CUST-0056
ORD-00636,2022-01-12,Europe,Product I,Hardware,1882.26,22,41409.8,CUST-0077
ORD-00637,2023-05-19,Asia Pacific,Product D,Services,1941.78,7,13592.48,CUST-0520
ORD-00638,2022-08-17,Middle East & Africa,Product G,Hardware,1643.35,11,18076.87,CUST-0471
ORD-00639,2023-03-31,Middle East & Africa,Product H,Electronics,1720.35,58,99780.24,CUST-0324
ORD-00640,2022-05-02,Latin America,Product A,Electronics,836.71,5,4183.54,CUST-0571
ORD-00641,2023-07-17,North America,Product B,Consulting,2313.82,82,189733.3,CUST-0312
ORD-00642,2023-06-05,Middle East & Africa,Product D,Hardware,1903.19,47,89450.05,CUST-0846
ORD-00643,2022-02-25,Europe,Product H,Services,1256.52,80,100521.89,CUST-0615
ORD-00644,2023-04-30,Asia Pacific,Product H,Electronics,240.0,85,20400.19,CUST-0228
ORD-00645,2022-01-03,Asia Pacific,Product F,Services,1118.0,48,53663.84,CUST-0719
ORD-00646,2022-04-19,North America,Product C,Hardware,388.65,92,35755.9,CUST-0761
ORD-00647,2023-02-24,North America,Product E,Consulting,518.46,16,8295.3,CUST-0953
ORD-00648,2023-02-07,Europe,Product H,Software,1592.51,14,22295.14,CUST-0776
ORD-00649,2023-03-01,North America,Product J,Electronics,1866.82,58,108275.54,CUST-0469
ORD-00650,2023-11-06,Middle East & Africa,Product I,Software,1929.52,1,2327.14,CUST-0050
ORD-00651,2023-07-21,Latin America,Product J,Hardware,1852.52,100,185252.32,CUST-0944
ORD-00652,2022-07-01,Middle East & Africa,Product C,Software,251.93,85,21414.07,CUST-0615
ORD-00653,2023-09-13,Asia Pacific,Product I,Hardware,866.4,78,67578.91,CUST-0938
ORD-00654,2023-12-11,Europe,Product E,Hardware,2121.91,38,95998.58,CUST-0137
ORD-00655,2022-05-22,Latin America,Product J,Consulting,632.88,90,56959.26,CUST-0561
ORD-00656,2022-11-18,Middle East & Africa,Product D,Software,458.94,92,48898.5,CUST-0354
ORD-00657,2023-11-20,Europe,Product C,Consulting,1218.64,82,116364.75,CUST-0119
ORD-00658,2022-12-27,Middle East & Africa,Product H,Consulting,1162.74,86,124197.54,CUST-0691
ORD-00659,2023-07-01,Asia Pacific,Product G,Electronics,1069.32,4,4277.29,CUST-0391
ORD-00660,2022-05-29,North America,Product A,Software,684.73,21,14379.31,CUST-0294
ORD-00661,2023-12-01,Asia Pacific,Product C,Electronics,1396.66,38,60545.78,CUST-0555
ORD-00662,2022-02-03,Asia Pacific,Product H,Electronics,1251.41,87,108872.86,CUST-0758
ORD-00663,2023-07-30,Europe,Product I,Hardware,564.64,90,50817.81,CUST-0295
ORD-00664,2023-12-11,North America,Product G,Hardware,1034.76,88,105859.26,CUST-0566
ORD-00665,2022-02-25,North America,Product E,Software,1512.11,100,151211.44,CUST-0882
ORD-00666,2023-03-30,Europe,Product F,Consulting,1227.49,78,95744.18,CUST-0202
ORD-00667,2022-07-18,Asia Pacific,Product H,Software,1967.73,10,19677.34,CUST-0192
ORD-00668,2022-06-27,Middle East & Africa,Product B,Hardware,129.24,36,4652.52,CUST-0570
ORD-00669,2022-09-28,Europe,Product C,Consulting,1869.7,1,1869.7,CUST-0339
ORD-00670,2023-04-23,Europe,Product A,Software,2046.91,77,157611.88,CUST-0053
ORD-00671,2023-10-03,Middle East & Africa,Product E,Hardware,1590.32,71,112912.79,CUST-0367
ORD-00672,2022-03-16,Asia Pacific,Product I,Software,1916.13,67,128380.45,CUST-0070
ORD-00673,2023-06-02,Europe,Product G,Consulting,1206.94,12,14483.31,CUST-0358
ORD-00674,2022-08-15,Europe,Product F,Services,828.91,28,23209.52,CUST-0974
ORD-00675,2023-09-26,Middle East & Africa,Product H,Consulting,1656.19,84,139120.16,CUST-0010
ORD-00676,2022-04-28,Asia Pacific,Product H,Software,1813.77,79,143287.68,CUST-0941
ORD-00677,2023-09-29,Europe,Product A,Services,873.04,15,13095.66,CUST-0396
ORD-00678,2022-09-20,Middle East & Africa,Product E,Electronics,1827.11,99,180883.4,CUST-0384
ORD-00679,2023-06-11,Middle East & Africa,Product H,Hardware,135.51,84,11382.9,CUST-0198
ORD-00680,2022-11-25,Middle East & Africa,Product B,Electronics,376.42,99,45001.71,CUST-0008
ORD-00681,2023-10-04,North America,Product D,Software,2083.99,55,114619.18,CUST-0856
ORD-00682,2022-04-17,Europe,Product I,Hardware,1441.87,10,14418.74,CUST-0765
ORD-00683,2023-12-04,Europe,Product A,Hardware,1592.68,5,8899.15,CUST-0056
ORD-00684,2022-07-02,Asia Pacific,Product I,Electronics,1171.18,30,35135.29,CUST-0933
ORD-00685,2022-09-22,Latin America,Product G,Hardware,1278.92,56,71619.73,CUST-0324
ORD-00686,2022-01-18,Latin America,Product B,Consulting,61.5,93,5719.77,CUST-0634
ORD-00687,2022-03-06,Middle East & Africa,Product A,Electronics,747.52,65,48588.49,CUST-0109
ORD-00688,2022-10-24,Asia Pacific,Product J,Electronics,598.96,57,34140.66,CUST-0391
ORD-00689,2023-02-09,North America,Product H,Software,1308.31,18,23549.66,CUST-0765
ORD-00690,2023-02-05,Middle East & Africa,Product E,Software,631.21,94,59333.76,CUST-0664
ORD-00691,2023-01-18,North America,Product I,Consulting,390.81,6,2344.89,CUST-0006
ORD-00692,2023-08-10,Middle East & Africa,Product G,Consulting,1117.67,11,12294.42,CUST-0313
ORD-00693,2022-08-04,Asia Pacific,Product D,Hardware,1815.97,66,119854.33,CUST-0146
ORD-00694,2022-06-14,Europe,Product D,Consulting,1845.54,25,46138.38,CUST-0118
ORD-00695,2022-07-05,Middle East & Africa,Product A,Consulting,949.47,71,67412.17,CUST-0075
ORD-00696,2022-10-25,North America,Product E,Electronics,521.96,75,39146.79,CUST-0499
ORD-00697,2022-12-05,Asia Pacific,Product C,Software,245.09,80,21841.48,CUST-0199
ORD-00698,2022-11-22,Latin America,Product H,Services,1251.87,40,62027.12,CUST-0157
ORD-00699,2023-08-03,Middle East & Africa,Product F,Services,1919.38,22,42226.47,CUST-0005
ORD-00700,2022-11-17,Europe,Product D,Hardware,648.48,47,34345.01,CUST-0751
ORD-00701,2022-12-06,Latin America,Product H,Hardware,749.55,40,35900.09,CUST-0112
ORD-00702,2022-06-29,Middle East & Africa,Product B,Services,1724.49,18,31040.85,CUST-0913
ORD-00703,2023-07-06,Europe,Product E,Electronics,1615.33,3,4845.98,CUST-0870
ORD-00704,2023-06-04,North America,Product J,Consulting,1008.01,76,76609.11,CUST-0218
ORD-00705,2022-02-07,Middle East & Africa,Product E,Consulting,1793.27,70,125529.08,CUST-0484
ORD-00706,2023-11-01,Europe,Product F,Hardware,533.99,99,64385.69,CUST-0878
ORD-00707,2022-10-25,Europe,Product H,Consulting,1149.83,51,58641.52,CUST-0373
ORD-00708,2023-05-30,North America,Product D,Consulting,1660.94,97,161111.01,CUST-0527
ORD-00709,2022-05-24,Latin America,Product C,Software,1154.4,73,84270.96,CUST-0676
ORD-00710,2022-05-30,Latin America,Product F,Electronics,476.7,63,30031.93,CUST-0238
ORD-00711,2022-03-06,Asia Pacific,Product F,Software,133.48,27,3603.86,CUST-0531
ORD-00712,2023-01-05,Latin America,Product H,Hardware,1769.03,6,10614.16,CUST-0665
ORD-00713,2022-11-28,North America,Product I,Services,2013.6,34,83231.58,CUST-0584
ORD-00714,2022-06-28,Latin America,Product G,Services,1195.97,10,11959.74,CUST-0530
ORD-00715,2022-09-15,Latin America,Product D,Consulting,841.39,45,37862.65,CUST-0499
ORD-00716,2023-05-09,Middle East & Africa,Product A,Consulting,1769.97,57,100888.11,CUST-0170
ORD-00717,2022-08-24,North America,Product I,Services,554.95,24,13318.8,CUST-0162
ORD-00718,2023-01-06,Middle East & Africa,Product B,Software,858.5,43,36915.36,CUST-0738
ORD-00719,2022-04-27,Latin America,Product H,Hardware,460.87,21,9678.33,CUST-0663
ORD-00720,2023-02-25,North America,Product D,Electronics,359.25,76,27303.09,CUST-0165
ORD-00721,2022-05-18,Middle East & Africa,Product A,Consulting,336.39,22,7400.51,CUST-0265
ORD-00722,2022-07-04,Middle East & Africa,Product G,Consulting,1940.03,82,159082.07,CUST-0020
ORD-00723,2023-11-09,Asia Pacific,Product B,Software,925.95,61,71928.54,CUST-0175
ORD-00724,2022-08-13,Latin America,Product J,Software,1599.5,99,158350.63,CUST-0187
ORD-00725,2023-10-01,Middle East & Africa,Product E,Software,1462.16,44,64335.23,CUST-0945
ORD-00726,2023-04-10,Middle East & Africa,Product J,Electronics,498.14,50,24906.84,CUST-0136
ORD-00727,2022-04-22,North America,Product D,Consulting,2071.44,65,134643.9,CUST-0701
ORD-00728,2023-03-06,Europe,Product J,Electronics,435.57,79,34410.08,CUST-0615
ORD-00729,2022-02-09,Middle East & Africa,Product I,Electronics,231.72,85,19696.24,CUST-0134
ORD-00730,2023-09-10,Middle East & Africa,Product A,Hardware,1067.99,48,51263.34,CUST-0896
ORD-00731,2022-02-14,Middle East & Africa,Product G,Software,1879.92,62,116555.17,CUST-0809
ORD-00732,2023-01-26,Asia Pacific,Product J,Consulting,240.55,18,4329.86,CUST-0261
ORD-00733,2023-05-04,Europe,Product B,Services,1338.34,70,93683.6,CUST-0419
ORD-00734,2022-09-21,Europe,Product A,Electronics,1294.78,16,20716.52,CUST-0533
ORD-00735,2022-01-08,Latin America,Product D,Services,847.25,14,11861.47,CUST-0159
ORD-00736,2023-03-13,Middle East & Africa,Product E,Services,1717.21,55,94446.28,CUST-0579
ORD-00737,2023-01-10,Middle East & Africa,Product E,Hardware,1522.2,53,80676.35,CUST-0566
ORD-00738,2023-07-25,Latin America,Product C,Services,1140.23,62,70694.44,CUST-0260
ORD-00739,2022-11-11,Middle East & Africa,Product F,Hardware,1484.78,85,141832.4,CUST-0236
ORD-00740,2023-04-03,Europe,Product B,Software,1145.4,44,50397.46,CUST-0821
ORD-00741,2023-07-18,Middle East & Africa,Product A,Software,808.75,82,66317.68,CUST-0006
ORD-00742,2022-04-04,Europe,Product H,Consulting,988.88,9,8899.96,CUST-0270
ORD-00743,2022-08-16,Asia Pacific,Product B,Consulting,123.62,50,6181.15,CUST-0954
ORD-00744,2023-02-15,Middle East & Africa,Product I,Services,1437.63,77,110697.62,CUST-0059
ORD-00745,2022-06-29,Latin America,Product H,Electronics,443.33,85,37682.98,CUST-0954
ORD-00746,2023-06-15,Asia Pacific,Product D,Electronics,1578.72,66,104195.58,CUST-0529
ORD-00747,2023-12-17,Europe,Product J,Software,1500.78,47,80965.72,CUST-0001
ORD-00748,2022-06-11,North America,Product E,Hardware,886.32,51,45202.26,CUST-0416
ORD-00749,2023-08-24,Europe,Product I,Electronics,1635.71,9,14721.35,CUST-0942
ORD-00750,2022-04-03,Middle East & Africa,Product E,Consulting,1834.27,45,82542.04,CUST-0356
ORD-00751,2022-10-11,Europe,Product J,Software,1030.46,52,53583.82,CUST-0589
ORD-00752,2022-01-05,Asia Pacific,Product C,Hardware,1037.16,72,74675.83,CUST-0075
ORD-00753,2023-05-31,Asia Pacific,Product F,Electronics,1615.74,33,53319.33,CUST-0898
ORD-00754,2023-07-05,Middle East & Africa,Product E,Hardware,1933.81,73,141167.99,CUST-0496
ORD-00755,2022-09-07,Asia Pacific,Product H,Hardware,1798.22,4,7192.89,CUST-0494
ORD-00756,2022-04-30,Asia Pacific,Product B,Hardware,1285.64,29,37283.57,CUST-0694
ORD-00757,2023-12-20,Europe,Product F,Hardware,2104.43,67,170201.61,CUST-0718
ORD-00758,2022-09-27,Europe,Product E,Electronics,910.71,96,87427.8,CUST-0841
ORD-00759,2022-12-17,North America,Product I,Software,1175.14,46,61825.05,CUST-0588
ORD-00760,2022-10-03,Europe,Product D,Hardware,1636.11,31,50719.28,CUST-0754
ORD-00761,2022-09-05,Asia Pacific,Product D,Software,445.39,32,14252.63,CUST-0857
ORD-00762,2023-09-26,Asia Pacific,Product C,Electronics,283.76,11,3121.39,CUST-0693
ORD-00763,2023-11-11,Latin America,Product J,Electronics,1540.28,70,139259.3,CUST-0869
ORD-00764,2023-05-09,Asia Pacific,Product J,Services,1010.06,74,74744.72,CUST-0890
ORD-00765,2022-10-09,Latin America,Product C,Consulting,596.52,29,17299.08,CUST-0769
ORD-00766,2023-08-14,Europe,Product A,Consulting,1769.43,62,109704.91,CUST-0963
ORD-00767,2023-07-08,North America,Product I,Services,981.3,88,86354.19,CUST-0795
ORD-00768,2022-06-28,Latin America,Product B,Consulting,947.14,89,84295.25,CUST-0009
ORD-00769,2022-01-13,Europe,Product G,Consulting,271.1,47,12741.89,CUST-0628
ORD-00770,2022-09-23,Europe,Product I,Services,563.66,61,34383.47,CUST-0982
ORD-00771,2023-09-20,Asia Pacific,Product F,Software,1022.6,27,27610.24,CUST-0430
ORD-00772,2023-12-19,Asia Pacific,Product F,Hardware,595.28,24,17348.04,CUST-0590
ORD-00773,2023-12-04,Europe,Product B,Services,1779.77,72,152034.8,CUST-0391
ORD-00774,2022-07-20,Europe,Product C,Hardware,1783.16,23,41012.65,CUST-0432
ORD-00775,2023-05-27,Europe,Product I,Consulting,1600.6,63,100837.92,CUST-0308
ORD-00776,2022-09-14,Middle East & Africa,Product J,Electronics,826.88,89,73592.65,CUST-0168
ORD-00777,2022-03-03,Europe,Product E,Hardware,1854.59,13,24109.73,CUST-0461
ORD-00778,2022-12-09,Asia Pacific,Product F,Services,1142.68,33,44074.78,CUST-0422
ORD-00779,2022-05-05,Asia Pacific,Product J,Software,1174.86,84,98688.65,CUST-0665
ORD-00780,2023-07-06,Europe,Product E,Services,752.32,66,49653.03,CUST-0500
ORD-00781,2023-04-03,North America,Product G,Consulting,730.47,81,59167.68,CUST-0980
ORD-00782,2022-05-29,Europe,Product F,Hardware,1409.08,74,104272.03,CUST-0415
ORD-00783,2022-03-15,North America,Product C,Services,594.03,41,24355.23,CUST-0669
ORD-00784,2022-10-26,Asia Pacific,Product J,Hardware,578.93,57,32999.23,CUST-0800
ORD-00785,2023-01-07,Middle East & Africa,Product I,Hardware,857.28,24,20574.69,CUST-0875
ORD-00786,2022-01-24,Europe,Product D,Services,2072.24,90,186501.43,CUST-0768
ORD-00787,2022-03-23,Europe,Product C,Hardware,275.95,9,2483.59,CUST-0960
ORD-00788,2023-04-30,Middle East & Africa,Product A,Electronics,1553.32,68,105625.81,CUST-0784
ORD-00789,2022-03-27,North America,Product E,Consulting,423.34,84,35560.73,CUST-0954
ORD-00790,2023-02-04,Asia Pacific,Product D,Software,1488.31,57,84833.49,CUST-0642
ORD-00791,2022-05-10,Europe,Product I,Software,116.29,85,9884.26,CUST-0366
ORD-00792,2022-11-30,Latin America,Product H,Consulting,1872.97,71,158110.32,CUST-0993
ORD-00793,2023-12-16,Middle East & Africa,Product C,Consulting,1215.29,81,123026.6,CUST-0899
ORD-00794,2023-08-01,Latin America,Product I,Consulting,653.84,45,29422.78,CUST-0494
ORD-00795,2023-07-07,Europe,Product B,Hardware,715.38,53,37914.99,CUST-0267
ORD-00796,2022-06-09,Asia Pacific,Product A,Electronics,1070.47,98,104905.73,CUST-0869
ORD-00797,2022-05-20,Asia Pacific,Product E,Hardware,1093.44,89,97316.41,CUST-0945
ORD-00798,2023-05-19,Latin America,Product E,Electronics,1543.44,38,58650.91,CUST-0612
ORD-00799,2022-08-25,North America,Product I,Services,501.26,72,36090.44,CUST-0448
ORD-00800,2023-02-09,Europe,Product C,Hardware,1831.98,29,53127.29,CUST-0270
ORD-00801,2022-03-23,Latin America,Product D,Consulting,1540.85,79,121727.12,CUST-0827
ORD-00802,2023-12-12,Asia Pacific,Product E,Consulting,1627.18,53,98107.06,CUST-0071
ORD-00803,2022-07-06,Europe,Product E,Electronics,1421.13,80,113690.79,CUST-0464
ORD-00804,2022-10-06,Middle East & Africa,Product H,Software,675.26,20,13505.11,CUST-0051
ORD-00805,2023-07-02,North America,Product C,Electronics,720.15,17,12242.52,CUST-0733
ORD-00806,2023-03-25,North America,Product D,Electronics,412.6,64,26406.39,CUST-0223
ORD-00807,2022-12-17,Latin America,Product E,Hardware,1996.03,60,148431.12,CUST-0033
ORD-00808,2022-12-05,North America,Product C,Electronics,683.62,51,38848.75,CUST-0482
ORD-00809,2022-07-05,Europe,Product E,Hardware,1831.6,16,29305.61,CUST-0998
ORD-00810,2022-09-12,Latin America,Product H,Software,1488.36,5,7441.79,CUST-0204
ORD-00811,2023-04-17,North America,Product I,Software,1166.41,88,102644.24,CUST-0985
ORD-00812,2022-11-16,Asia Pacific,Product C,Electronics,1502.21,71,128434.93,CUST-0260
ORD-00813,2023-05-08,Asia Pacific,Product D,Services,1780.66,86,153137.03,CUST-0224
ORD-00814,2022-04-26,Europe,Product G,Services,87.32,36,3143.53,CUST-0599
ORD-00815,2022-05-03,Latin America,Product D,Electronics,1939.23,75,145442.11,CUST-0803
ORD-00816,2023-12-09,Latin America,Product J,Software,774.23,12,10681.96,CUST-0512
ORD-00817,2022-04-04,Middle East & Africa,Product F,Electronics,166.56,83,13824.61,CUST-0158
ORD-00818,2023-12-20,Middle East & Africa,Product B,Software,1001.29,41,53218.5,CUST-0808
ORD-00819,2023-10-23,Asia Pacific,Product H,Software,91.64,49,4490.26,CUST-0367
ORD-00820,2022-05-18,Asia Pacific,Product A,Hardware,1427.92,72,102810.29,CUST-0302
ORD-00821,2023-07-10,Latin America,Product D,Consulting,413.92,45,18626.5,CUST-0332
ORD-00822,2023-04-25,Asia Pacific,Product J,Consulting,362.67,68,24661.54,CUST-0159
ORD-00823,2023-04-06,Asia Pacific,Product E,Consulting,765.87,1,765.87,CUST-0795
ORD-00824,2023-10-16,Middle East & Africa,Product G,Software,1771.72,80,141737.45,CUST-0878
ORD-00825,2023-01-08,Middle East & Africa,Product D,Services,1455.96,85,123756.34,CUST-0991
ORD-00826,2023-07-06,Latin America,Product D,Consulting,1382.29,99,136846.43,CUST-0565
ORD-00827,2022-06-07,Middle East & Africa,Product E,Services,849.12,42,35662.99,CUST-0114
ORD-00828,2022-04-09,Middle East & Africa,Product B,Electronics,1678.63,17,28536.66,CUST-0183
ORD-00829,2022-02-02,Europe,Product B,Hardware,466.02,5,2330.09,CUST-0585
ORD-00830,2023-10-20,Latin America,Product H,Consulting,1266.74,76,96272.43,CUST-0263
ORD-00831,2022-02-20,Asia Pacific,Product D,Consulting,1449.8,2,2899.6,CUST-0953
ORD-00832,2022-08-02,Latin America,Product B,Hardware,1611.99,8,12895.91,CUST-0370
ORD-00833,2023-07-26,Latin America,Product F,Electronics,1656.1,35,57963.63,CUST-0542
ORD-00834,2022-02-11,North America,Product E,Electronics,2270.37,67,152114.93,CUST-0100
ORD-00835,2022-04-14,Europe,Product I,Hardware,461.39,68,31374.7,CUST-0673
ORD-00836,2022-09-12,Middle East & Africa,Product C,Consulting,1510.93,54,81590.17,CUST-0765
ORD-00837,2022-04-19,Middle East & Africa,Product F,Hardware,1419.97,55,78098.53,CUST-0905
ORD-00838,2022-04-17,Europe,Product C,Consulting,916.34,44,40318.97,CUST-0674
ORD-00839,2022-06-11,Middle East & Africa,Product J,Hardware,1870.36,41,76684.92,CUST-0564
ORD-00840,2022-11-29,Asia Pacific,Product G,Hardware,1661.0,42,85227.14,CUST-0577
ORD-00841,2023-07-13,Europe,Product G,Consulting,2041.59,33,67372.31,CUST-0369
ORD-00842,2023-04-09,Latin America,Product G,Electronics,1466.31,37,54253.5,CUST-0611
ORD-00843,2022-01-17,Middle East & Africa,Product C,Services,62.81,29,1821.47,CUST-0220
ORD-00844,2022-11-19,North America,Product E,Consulting,1256.38,74,119485.88,CUST-0159
ORD-00845,2022-04-07,North America,Product H,Services,425.29,34,14459.88,CUST-0376
ORD-00846,2023-08-20,Europe,Product D,Services,1794.75,12,21537.05,CUST-0585
ORD-00847,2023-02-14,Middle East & Africa,Product D,Electronics,1460.98,62,90580.89,CUST-0178
ORD-00848,2023-05-15,Middle East & Africa,Product B,Consulting,1302.4,5,6511.98,CUST-0749
ORD-00849,2023-08-14,Latin America,Product B,Electronics,1847.65,43,79448.92,CUST-0357
ORD-00850,2023-03-21,Latin America,Product B,Software,1507.97,78,117621.92,CUST-0951
ORD-00851,2022-01-12,Latin America,Product A,Services,1072.55,41,43974.45,CUST-0553
ORD-00852,2023-08-02,Europe,Product F,Consulting,1551.71,20,31034.28,CUST-0052
ORD-00853,2023-11-21,Latin America,Product H,Consulting,1171.75,12,16091.61,CUST-0297
ORD-00854,2023-02-08,Europe,Product C,Services,232.06,74,17172.39,CUST-0764
ORD-00855,2022-02-20,Middle East & Africa,Product G,Services,215.9,65,14033.76,CUST-0445
ORD-00856,2023-12-16,Europe,Product C,Hardware,1254.69,63,93199.67,CUST-0586
ORD-00857,2022-07-20,Middle East & Africa,Product J,Consulting,530.18,10,5301.79,CUST-0273
ORD-00858,2023-03-17,Asia Pacific,Product J,Electronics,269.43,53,14279.96,CUST-0434
ORD-00859,2023-01-10,Asia Pacific,Product D,Services,721.82,84,60633.18,CUST-0025
ORD-00860,2022-11-09,Europe,Product F,Consulting,1817.3,57,126855.16,CUST-0452
ORD-00861,2022-02-15,Europe,Product D,Services,389.6,94,36622.51,CUST-0874
ORD-00862,2022-03-29,North America,Product A,Software,2280.52,19,43329.91,CUST-0890
ORD-00863,2022-10-22,North America,Product F,Electronics,773.98,61,47212.55,CUST-0024
ORD-00864,2022-12-06,Europe,Product I,Software,492.15,67,41220.23,CUST-0562
ORD-00865,2023-05-10,Middle East & Africa,Product C,Electronics,784.38,85,66672.56,CUST-0540
ORD-00866,2022-02-14,Asia Pacific,Product C,Electronics,603.83,90,54344.38,CUST-0633
ORD-00867,2022-10-05,North America,Product H,Electronics,215.84,85,18346.3,CUST-0278
ORD-00868,2023-11-10,Asia Pacific,Product B,Electronics,620.37,84,61350.26,CUST-0390
